"ORGÃO SUPERIOR DESTINATÁRIO";"ÓRGÃO DESTINATÁRIO";"CNPJ ÓRGÃO DESTINATÁRIO";"FORNECEDOR";"CNPJ DO FORNECEDOR";"MUNICÍPIO DO FORNECEDOR";"CHAVE DA NF-E";"VALOR DA NOTA (R$)";"DATA DA EMISSÃO";"NÚMERO";"SÉRIE";
"Ministério da Educação";"Universidade Federal do Triângulo Mineiro";"25.437.484/0002-42";"VIER PHARMA DIST HOSP REP E CONS LTDA";"12.419.620/0001-49";"SAO PAULO";"35250612419620000149550010000056111000363017";"31.500,00";"02/06/2025";"5611";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0022-60";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937221479474050";"31.526,60";"02/06/2025";"793722";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0040-42";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007938731745372549";"31.526,60";"02/06/2025";"793873";"2";
"Ministério da Educação";"Universidade Federal do Recôncavo da Bahia";"07.777.800/0001-62";"CIDNALVA DE ARAUJO PURIDADE DOS SANTOS";"04.393.049/0001-02";"SANTO AMARO";"29250604393049000102550010000001551060797968";"31.531,50";"02/06/2025";"155";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0040-42";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007938761520743444";"31.687,45";"02/06/2025";"793876";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0025-03";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007936941270939085";"31.848,30";"02/06/2025";"793694";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0040-42";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937601672450118";"31.848,30";"02/06/2025";"793760";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0029-37";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007938791950632186";"31.848,30";"02/06/2025";"793879";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0040-42";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937571443105530";"32.009,15";"02/06/2025";"793757";"2";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"SB SISTEMA DE ENSINO E EDITORA LTDA";"28.567.073/0002-60";"SAO JOSE DOS CAMPOS";"35250628567073000260550010000000981808288729";"32.128,95";"02/06/2025";"98";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"IMO'S GRAFICA E EDITORA LTDA";"72.044.050/0001-81";"RIO DE JANEIRO";"33250672044050000181550010000149301196304129";"32.151,96";"02/06/2025";"14930";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"IMO'S GRAFICA E EDITORA LTDA";"72.044.050/0001-81";"RIO DE JANEIRO";"33250672044050000181550010000149291561227698";"32.151,96";"02/06/2025";"14929";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0029-37";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007938061663054230";"32.170,00";"02/06/2025";"793806";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0033-13";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007938771410218237";"32.170,00";"02/06/2025";"793877";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0024-22";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007936931984846802";"32.170,00";"02/06/2025";"793693";"2";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0164-57";"BUFFET FAMIGLIA MORETTI LTDA";"17.280.072/0001-32";"SAO PAULO";"35250617280072000132550010000061511070903790";"32.287,50";"02/06/2025";"6151";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"ZIT GRAFICA E EDITORA LTDA";"33.955.436/0001-93";"RIO DE JANEIRO";"33250633955436000193550010000099911301597364";"32.297,04";"02/06/2025";"9991";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"ZIT GRAFICA E EDITORA LTDA";"33.955.436/0001-93";"RIO DE JANEIRO";"33250633955436000193550010000099921900142094";"32.297,04";"02/06/2025";"9992";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0174-29";"ESPECIFARMA COM. DE MEDICAMENTOS E PROD. HOSPITALARES LTDA";"00.085.822/0001-12";"RIO DE JANEIRO";"33250600085822000112550010002432811413234382";"32.400,00";"02/06/2025";"243281";"1";
"Ministério da Educação";"Universidade Federal Fluminense";"28.523.215/0004-59";"R3M IMPORTACAO E DISTRIBUICAO LTDA";"39.238.802/0001-70";"ARARUAMA";"33250639238802000170550010000112321698955451";"32.673,60";"02/06/2025";"11232";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0174-29";"JORI-MED COMERCIO E DISTRIBUICAO DE PRODUTOS HOSPITALARES LT";"34.640.255/0001-30";"RIO DE JANEIRO";"33250634640255000130550010000003441440026917";"32.696,26";"02/06/2025";"344";"1";
"Ministério da Defesa";"Fundo do Exército";"10.360.293/0002-52";"OSTHEON COM.IMPORT.E EXPORT.DE PROD.HOSP.LTDA";"10.591.513/0001-78";"PORTO ALEGRE";"43250610591513000178550020000020421000408431";"32.758,00";"02/06/2025";"2042";"2";
"Ministério da Defesa";"Comando do Exército";"07.549.168/0001-08";"MINERACAO SAO VICENTE LTDA";"06.537.334/0001-85";"ITAGIMIRIM";"29250606537334000185550030000960271004353848";"32.777,70";"02/06/2025";"96027";"3";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000010981819631829";"32.800,00";"02/06/2025";"1098";"1";
"Ministério da Defesa";"Comando do Exército";"09.613.461/0001-04";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000011011816571008";"32.800,00";"02/06/2025";"1101";"1";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000011041315792534";"32.800,00";"02/06/2025";"1104";"1";
"Ministério da Defesa";"Comando do Exército";"09.583.363/0001-71";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000011051664834400";"32.800,00";"02/06/2025";"1105";"1";
"Ministério da Defesa";"Comando do Exército";"09.547.338/0001-32";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000010991099455472";"32.800,00";"02/06/2025";"1099";"1";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000011001397829802";"32.800,00";"02/06/2025";"1100";"1";
"Ministério da Defesa";"Comando do Exército";"09.559.239/0001-70";"RENATA VON STEIN EQUIPAMENTOS INDUSTRIAIS";"11.442.327/0001-30";"LONDRINA";"41250611442327000130550010000006541691593891";"32.897,00";"02/06/2025";"654";"1";
"Ministério da Defesa";"Fundo do Exército";"10.014.999/0002-62";"INDUSTRIA E COMERCIO COLCHOES ORTHOVIDA LTDA";"07.628.070/0001-38";"CURVELO";"31250607628070000138550010000625331237690919";"32.978,00";"02/06/2025";"62533";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0202-91";"XPRIME COMERCIAL LTDA ME";"12.284.810/0001-04";"RIO DE JANEIRO";"33250612284810000104550010000015751386537893";"33.000,00";"02/06/2025";"1575";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527211489361371";"33.080,00";"02/06/2025";"452721";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526951737125301";"33.100,00";"02/06/2025";"452695";"1";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299361887997287";"33.158,40";"02/06/2025";"29936";"1";
"Ministério da Educação";"Universidade Federal do Ceará";"07.272.636/0001-31";"DRS ADMINISTRACAO DE ESTOQUES LTDA";"00.804.488/0001-00";"SAO PAULO";"35250600804488000100550050000413291817187739";"33.248,28";"02/06/2025";"41329";"5";
"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"00.394.445/0003-65";"BRAVAR COMERCIO E SERVICOS LTDA";"34.822.886/0001-70";"GOIANIA";"52250634822886000170550020000016651856464862";"33.300,00";"02/06/2025";"1665";"2";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0179-33";"QUALITY COMERCIO E SERVICOS EM GERAL LTDA";"20.676.042/0001-54";"RIO DE JANEIRO";"33250620676042000154550010000008631152202500";"33.350,00";"02/06/2025";"863";"1";
"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"92.969.856/0001-98";"ROCHE DIAGNOSTICA BRASIL LTDA";"30.280.358/0006-90";"ITAJAI";"42250630280358000690550020001888881362784737";"33.380,95";"02/06/2025";"188888";"2";
"Ministério da Defesa";"Comando do Exército";"10.189.168/0001-40";"ULTRA PRESTADORA";"28.451.658/0001-39";"RIO DE JANEIRO";"33250628451658000139550010000020601009149054";"33.400,00";"02/06/2025";"2060";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0174-29";"JORI-MED COMERCIO E DISTRIBUICAO DE PRODUTOS HOSPITALARES LT";"34.640.255/0001-30";"RIO DE JANEIRO";"33250634640255000130550010000003401552875631";"33.675,31";"02/06/2025";"340";"1";
"Sem informação";"Sem informação";"11.234.780/0007-46";"ASSOCIACAO EDUCACIONAL E CARITATIVA";"89.428.734/0022-04";"XANXERE";"42250689428734002204559010000003991357224005";"33.785,50";"03/06/2025";"399";"901";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527061180015509";"33.820,00";"02/06/2025";"452706";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526631121960554";"33.820,00";"02/06/2025";"452663";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"33.781.055/0020-06";"MERCK S/A";"33.069.212/0008-50";"CAJAMAR";"35250633069212000850550010012375501200066003";"34.153,92";"02/06/2025";"1237550";"1";
"Ministério da Defesa";"Comando do Exército";"09.635.270/0001-43";"FRANGOS PIONEIRO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA";"00.974.731/0006-42";"JOAQUIM TAVORA";"41250600974731000642550030027255321028746358";"34.189,32";"02/06/2025";"2725532";"3";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"33.781.055/0002-16";"GETINGE DO BRASIL EQUIPAMENTOS MEDICOS LTDA";"06.028.137/0002-11";"VINHEDO";"35250606028137000211550030000620001313215958";"34.200,00";"02/06/2025";"62000";"3";
"Ministério da Defesa";"Comando do Exército";"10.189.168/0001-40";"ULTRA PRESTADORA";"28.451.658/0001-39";"RIO DE JANEIRO";"33250628451658000139550010000020591512575504";"34.280,00";"02/06/2025";"2059";"1";
"Ministério da Defesa";"Comando do Exército";"09.576.614/0001-90";"AGUIA IMP. E COMERCIO DE PNEUMATICOS LTDA";"30.823.167/0001-13";"TAILANDIA";"15250630823167000113550010000014421000233979";"34.400,00";"02/06/2025";"1442";"1";
"Ministério da Defesa";"Fundo do Exército";"09.616.119/0002-49";"CHAYL MED COMERCIO E REPRESENTACAO EIRELI";"29.677.939/0001-77";"ANANINDEUA";"15250629677939000177550010000004311152202505";"34.454,65";"02/06/2025";"431";"1";
"Ministério da Defesa";"Comando do Exército";"09.613.736/0001-00";"E S DE LIMA COMERCIO E SERVICOS LTDA";"35.565.317/0001-50";"CRUZEIRO DO SUL";"12250635565317000150550010000000341022000005";"34.539,92";"02/06/2025";"34";"1";
"Ministério da Defesa";"Comando do Exército";"09.613.736/0001-00";"E S DE LIMA COMERCIO E SERVICOS LTDA";"35.565.317/0001-50";"CRUZEIRO DO SUL";"12250635565317000150550010000000331022000008";"34.540,00";"02/06/2025";"33";"1";
"Ministério da Defesa";"Comando do Exército";"09.613.736/0001-00";"E S DE LIMA COMERCIO E SERVICOS LTDA";"35.565.317/0001-50";"CRUZEIRO DO SUL";"12250635565317000150550010000000351022000002";"34.541,80";"02/06/2025";"35";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0008-51";"ATONS DO BRASIL DISTR DE PRODUTOS HOSPITALARES LTDA";"09.192.829/0001-08";"PALMAS";"17250609192829000108550010000653621126159102";"34.560,00";"02/06/2025";"65362";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0111-10";"ATONS DO BRASIL DISTR DE PRODUTOS HOSPITALARES LTDA";"09.192.829/0001-08";"PALMAS";"17250609192829000108550010000653631128223174";"34.560,00";"02/06/2025";"65363";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0174-29";"MARCK SERVICOS E DIST DE EQUIP DE SEG E PROD DE SAUDE LTDA";"37.119.089/0001-10";"NITEROI";"33250637119089000110550010000027481138105086";"34.650,00";"02/06/2025";"2748";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0212-63";"PORTO SURGICAL COMERCIO DE MATERIAL HOSPITALAR LTDA";"10.870.802/0001-06";"RIO DE JANEIRO";"33250610870802000106550010000660281232511480";"34.870,63";"02/06/2025";"66028";"1";
"Ministério da Educação";"Universidade Federal da Bahia";"15.180.714/0005-20";"CM HOSPITALAR S.A.";"12.420.164/0036-87";"BRASILIA";"53250612420164003687550010001544471103548878";"34.880,40";"02/06/2025";"154447";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0040-42";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937251158120400";"34.904,45";"02/06/2025";"793725";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"03.659.166/0042-80";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35250618355397000108550020003888441493364934";"35.000,00";"02/06/2025";"388844";"2";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0179-33";"WRGM DISTRIBUIDORA LTDA";"43.147.204/0001-62";"RIO DE JANEIRO";"33250643147204000162550010000011431199502533";"35.149,90";"02/06/2025";"1143";"1";
"Ministério da Defesa";"Fundo do Exército";"09.609.235/0002-30";"HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA";"12.499.494/0002-60";"SERRA";"32250612499494000260552010000062951111788615";"35.389,20";"02/06/2025";"6295";"201";
"Ministério da Defesa";"Comando do Exército";"07.549.168/0001-08";"ASSOC. DOS PEQ. PROD. RURAIS DO POVOADO AVEVERDE-ASPROVERDE";"15.081.296/0001-90";"TERESINA";"22250606553556000191558928927805781524899583";"35.504,10";"02/06/2025";"892780578";"892";
"Sem informação";"Sem informação";"00.394.502/0342-00";"ROBSON COMERCIO E REPRESENTAÇÕES LTDA";"20.974.882/0001-01";"RIO DE JANEIRO";"33250620974882000101550000000003371070259574";"35.550,00";"02/06/2025";"337";"0";
"Ministério dos Povos Indígenas";"Fundação Nacional dos Povos Indígenas";"00.059.311/0065-90";"MIGUEL SOMBRA DE OLIVEIRA";"11.487.421/0001-05";"EIRUNEPE";"13250611487421000105550010000000311007046008";"35.557,41";"02/06/2025";"31";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0193-91";"ONCOEXO DISTRIB DE MEDICAMENTOS LTDA";"08.958.628/0001-06";"RECIFE";"26250608958628000106550010000508481233310527";"35.592,50";"02/06/2025";"50848";"1";
"Ministério da Educação";"Universidade Federal da Bahia";"15.180.714/0005-20";"JOTEC DO BRASIL IMPORTACAO E COMERCIO DE EQUIPAMENTOS HOSPIT";"21.996.505/0001-28";"VALINHOS";"35250621996505000128550010000349361886578525";"35.671,00";"02/06/2025";"34936";"1";
"Ministério da Educação";"Universidade Tecnológica Federal do Paraná";"75.101.873/0003-51";"LTA-RH INFORMATICA COMERCIO REPRESENTACOES LTDA";"94.316.916/0008-75";"CURITIBA";"41250694316916000875550010000001951071382738";"35.880,00";"02/06/2025";"195";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"SANDRA MENDONCA DE ALENCAR ME";"27.182.725/0001-02";"NITEROI";"33250627182725000102550010000000181205690267";"36.263,25";"02/06/2025";"18";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"SANDRA MENDONCA DE ALENCAR ME";"27.182.725/0001-02";"NITEROI";"33250627182725000102550010000000171640011672";"36.263,25";"02/06/2025";"17";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"SANDRA MENDONCA DE ALENCAR ME";"27.182.725/0001-02";"NITEROI";"33250627182725000102550010000000161823494403";"36.263,25";"02/06/2025";"16";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"SANDRA MENDONCA DE ALENCAR ME";"27.182.725/0001-02";"NITEROI";"33250627182725000102550010000000151288824507";"36.263,25";"02/06/2025";"15";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0175-00";"MEDICAL HEALTH COMERCIO, SERV. E IMPORTACAO LTDA";"07.133.384/0001-60";"RIO DE JANEIRO";"33250607133384000160550040003393011067860229";"36.312,00";"02/06/2025";"339301";"4";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"33.781.055/0015-30";"FERNANDO SAVIO MACHADO BRANDAO";"00.917.363/0001-96";"SAO PAULO";"35250600917363000196550010000033571646557422";"36.500,00";"02/06/2025";"3357";"1";
"Ministério da Defesa";"Comando do Exército";"09.533.402/0001-26";"FP COMERCIO LTDA";"54.747.062/0001-90";"NATAL";"24250654747062000190550010000000351000093590";"36.613,58";"03/06/2025";"35";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526161837052043";"36.720,00";"02/06/2025";"452616";"1";
"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"03.568.867/0001-36";"ARTE IMPLANTES MATERIAIS CIRURGICOS LTDA";"23.651.234/0001-02";"SAO PAULO";"35250623651234000102550010000276151678220688";"36.720,00";"02/06/2025";"27615";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"33.781.055/0015-30";"LIFE TECH BRASIL COM IND PROD BIO LTDA";"63.067.904/0005-88";"ITAPEVI";"35250663067904000588550210002340551008528629";"36.995,40";"02/06/2025";"234055";"21";
"Sem informação";"Sem informação";"00.394.502/0398-65";"LD 209 MAGALHAES DISTDE MATERIAL DE CONST. LTDA";"32.969.392/0001-98";"RIO DE JANEIRO";"33250632969392000198550010000047441151540494";"37.100,60";"03/06/2025";"4744";"1";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000011101866301097";"37.140,00";"02/06/2025";"1110";"1";
